narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_label,duration_frames
P01_14_349,P01,P01_14,00:22:19.299,00:22:19.34,00:22:20.25,80360,80415,put mozzarella into fridge,put-into,5,mozzarella,32,"['mozzarella', 'fridge']","[32, 12]",put-into mozzarella,56
P01_14_35,P01,P01_14,00:01:52.169,00:01:51.19,00:01:51.83,6671,6709,put down mushrooms,put-down,1,mushroom,56,['mushroom'],[56],put-down mushroom,39
P01_14_350,P01,P01_14,00:22:20.299,00:22:20.35,00:22:21.62,80421,80497,close fridge,close,4,fridge,12,['fridge'],[12],close fridge,77
P01_14_351,P01,P01_14,00:22:23.679,00:22:23.52,00:22:25.38,80611,80722,take plates,take,0,plate,2,['plate'],[2],take plate,112
P01_14_352,P01,P01_14,00:22:26.590,00:22:26.72,00:22:27.69,80803,80861,put down plates,put-down,1,plate,2,['plate'],[2],put-down plate,59
P01_14_353,P01,P01_14,00:22:29.970,00:22:28.58,00:22:30.86,80914,81051,put down plates,put-down,1,plate,2,['plate'],[2],put-down plate,138
P01_14_36,P01,P01_14,00:01:55.159,00:01:55.19,00:01:56.44,6911,6986,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,76
P01_14_37,P01,P01_14,00:01:56.439,00:01:56.18,00:01:58.82,6970,7129,looking for something,look-for,48,drawer,8,['drawer'],[8],look-for drawer,160
P01_14_38,P01,P01_14,00:01:58.389,00:01:58.53,00:01:59.43,7111,7165,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,55
P01_14_39,P01,P01_14,00:02:00.679,00:02:00.76,00:02:02.09,7245,7325,take container,take,0,container,21,['container'],[21],take container,81
P01_14_4,P01,P01_14,00:00:15.250,00:00:19.39,00:00:27.22,1163,1633,open bag,open,3,bag,19,['bag'],[19],open bag,471
P01_14_40,P01,P01_14,00:02:03.200,00:02:02.69,00:02:04.19,7361,7451,take mushrooms,take,0,mushroom,56,['mushroom'],[56],take mushroom,91
P01_14_41,P01,P01_14,00:02:04.200,00:02:04.86,00:02:06.05,7491,7563,put down mushrooms and container,put-down,1,mushroom,56,"['mushroom', 'container']","[56, 21]",put-down mushroom,73
P01_14_42,P01,P01_14,00:02:06.319,00:02:06.39,00:02:07.47,7583,7648,take bowl,take,0,bowl,7,['bowl'],[7],take bowl,66
P01_14_43,P01,P01_14,00:02:10.759,00:02:10.84,00:02:12.72,7850,7963,put down bowl,put-down,1,bowl,7,['bowl'],[7],put-down bowl,114
P01_14_44,P01,P01_14,00:02:14.980,00:02:13.69,00:02:15.18,8021,8110,take container,take,0,container,21,['container'],[21],take container,90
P01_14_45,P01,P01_14,00:02:16.019,00:02:15.79,00:02:16.38,8147,8182,open container,open,3,container,21,['container'],[21],open container,36
P01_14_46,P01,P01_14,00:02:17.019,00:02:16.48,00:02:16.98,8188,8218,close container,close,4,container,21,['container'],[21],close container,31
P01_14_47,P01,P01_14,00:02:21.170,00:02:19.49,00:02:22.24,8369,8534,put down pasta,put-down,1,pasta,45,['pasta'],[45],put-down pasta,166
P01_14_48,P01,P01_14,00:02:22.170,00:02:22.13,00:02:22.76,8527,8565,pull down container,pull-down,31,container,21,['container'],[21],pull-down container,39
P01_14_49,P01,P01_14,00:02:27.420,00:02:26.62,00:02:28.23,8797,8893,take mushroom,take,0,mushroom,56,['mushroom'],[56],take mushroom,97
P01_14_5,P01,P01_14,00:00:25.190,00:00:23.02,00:00:33.24,1381,1994,continue opening bag,open,3,bag,19,['bag'],[19],open bag,614
P01_14_50,P01,P01_14,00:02:28.420,00:02:28.41,00:02:29.13,8904,8947,put down mushroom,put-down,1,mushroom,56,['mushroom'],[56],put-down mushroom,44
P01_14_51,P01,P01_14,00:02:29.819,00:02:29.58,00:02:30.08,8974,9004,open container,open,3,container,21,['container'],[21],open container,31
P01_14_52,P01,P01_14,00:02:32.280,00:02:31.32,00:02:33.03,9079,9181,put container into fridge,put-into,5,container,21,"['container', 'fridge']","[21, 12]",put-into container,103
P01_14_53,P01,P01_14,00:02:34.909,00:02:33.04,00:02:35.11,9182,9306,take aubergine and celery,take,0,aubergine,67,"['aubergine', 'celery']","[67, 223]",take aubergine,125
P01_14_54,P01,P01_14,00:02:37.040,00:02:35.95,00:02:37.88,9357,9472,put down celery,put-down,1,celery,223,['celery'],[223],put-down celery,116
P01_14_55,P01,P01_14,00:02:42.069,00:02:40.27,00:02:42.31,9616,9738,take mozzarella,take,0,mozzarella,32,['mozzarella'],[32],take mozzarella,123
P01_14_56,P01,P01_14,00:02:43.400,00:02:42.37,00:02:43.62,9742,9817,move mushrooms,move,11,mushroom,56,['mushroom'],[56],move mushroom,76
P01_14_57,P01,P01_14,00:02:45.700,00:02:43.25,00:02:46.11,9795,9966,take pasta,take,0,pasta,45,['pasta'],[45],take pasta,172
P01_14_58,P01,P01_14,00:02:46.980,00:02:45.98,00:02:46.48,9958,9988,put down pasta,put-down,1,pasta,45,['pasta'],[45],put-down pasta,31
P01_14_59,P01,P01_14,00:02:51.810,00:02:48.50,00:02:53.27,10110,10396,looking for something,look-for,48,board:chopping,18,['board:chopping'],[18],look-for board:chopping,287
P01_14_6,P01,P01_14,00:00:36.239,00:00:35.89,00:00:37.77,2153,2266,open bin,open,3,bin,36,['bin'],[36],open bin,114
P01_14_60,P01,P01_14,00:02:55.930,00:02:54.64,00:02:57.26,10478,10635,take container,take,0,container,21,['container'],[21],take container,158
P01_14_61,P01,P01_14,00:02:56.930,00:02:56.22,00:02:57.47,10573,10648,put down mozzarella,put-down,1,mozzarella,32,['mozzarella'],[32],put-down mozzarella,76
P01_14_62,P01,P01_14,00:02:57.930,00:02:57.21,00:02:58.62,10632,10717,put down aubergine,put-down,1,aubergine,67,['aubergine'],[67],put-down aubergine,86
P01_14_63,P01,P01_14,00:02:58.930,00:02:58.56,00:03:00.20,10713,10812,open container,open,3,container,21,['container'],[21],open container,100
P01_14_64,P01,P01_14,00:02:59.930,00:02:59.86,00:03:00.64,10791,10838,close container,close,4,container,21,['container'],[21],close container,48
P01_14_65,P01,P01_14,00:03:00.930,00:03:00.67,00:03:01.50,10840,10890,take mozzarella,take,0,mozzarella,32,['mozzarella'],[32],take mozzarella,51
P01_14_66,P01,P01_14,00:03:03.450,00:03:01.60,00:03:03.72,10896,11023,take tomato sauce,take,0,sauce:tomato,47,['sauce:tomato'],[47],take sauce:tomato,128
P01_14_67,P01,P01_14,00:03:04.450,00:03:03.82,00:03:06.96,11029,11217,close fridge,close,4,fridge,12,['fridge'],[12],close fridge,189
P01_14_68,P01,P01_14,00:03:10.590,00:03:08.62,00:03:13.25,11317,11595,put down tomato sauce mozzarella and container,put-down,1,mozzarella:tomato:sauce,32,"['mozzarella:tomato:sauce', 'container']","[32, 21]",put-down mozzarella:tomato:sauce,279
P01_14_69,P01,P01_14,00:03:13.540,00:03:13.40,00:03:15.11,11604,11706,open cupboard,open,3,cupboard,3,['cupboard'],[3],open cupboard,103
P01_14_7,P01,P01_14,00:00:37.470,00:00:37.91,00:00:39.48,2274,2368,take banana skin,take,0,skin:banana,48,['skin:banana'],[48],take skin:banana,95
P01_14_70,P01,P01_14,00:03:16.260,00:03:15.54,00:03:17.54,11732,11852,take cutting board,take,0,board:cutting,18,['board:cutting'],[18],take board:cutting,121
P01_14_71,P01,P01_14,00:03:17.370,00:03:17.50,00:03:18.39,11850,11903,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18],put-down board:cutting,54
P01_14_72,P01,P01_14,00:03:20.489,00:03:18.74,00:03:21.24,11924,12074,take pan,take,0,pan,5,['pan'],[5],take pan,151
P01_14_73,P01,P01_14,00:03:22.920,00:03:21.68,00:03:23.61,12100,12216,put down pan,put-down,1,pan,5,['pan'],[5],put-down pan,117
P01_14_74,P01,P01_14,00:03:21.920,00:03:21.84,00:03:24.84,12110,12290,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,181
P01_14_75,P01,P01_14,00:03:23.920,00:03:23.64,00:03:25.03,12218,12301,close cupboard,close,4,cupboard,3,['cupboard'],[3],close cupboard,84
P01_14_76,P01,P01_14,00:03:26.299,00:03:25.77,00:03:27.01,12346,12420,open container,open,3,container,21,['container'],[21],open container,75
P01_14_77,P01,P01_14,00:03:27.659,00:03:27.47,00:03:28.15,12448,12489,take aubergine,take,0,aubergine,67,['aubergine'],[67],take aubergine,42
P01_14_78,P01,P01_14,00:03:28.659,00:03:27.75,00:03:28.38,12465,12502,put down aubergine,put-down,1,aubergine,67,['aubergine'],[67],put-down aubergine,38
P01_14_79,P01,P01_14,00:03:29.659,00:03:29.05,00:03:30.53,12543,12631,put down container,put-down,1,container,21,['container'],[21],put-down container,89
P01_14_8,P01,P01_14,00:00:39.190,00:00:39.58,00:00:40.95,2374,2457,put banana skin into bag,put-into,5,skin:banana,48,"['skin:banana', 'bag']","[48, 19]",put-into skin:banana,84
P01_14_80,P01,P01_14,00:03:32.840,00:03:31.43,00:03:33.61,12685,12816,move cutting board,move,11,board:cutting,18,['board:cutting'],[18],move board:cutting,132
P01_14_81,P01,P01_14,00:03:35.329,00:03:34.96,00:03:36.51,12897,12990,take olive oil,take,0,oil:olive,31,['oil:olive'],[31],take oil:olive,94
P01_14_82,P01,P01_14,00:03:36.329,00:03:36.11,00:03:38.13,12966,13087,open oil,open,3,oil,31,['oil'],[31],open oil,122
P01_14_83,P01,P01_14,00:03:37.659,00:03:38.05,00:03:44.33,13083,13459,pour oil into pan,pour-into,9,oil,31,"['oil', 'pan']","[31, 5]",pour-into oil,377
P01_14_84,P01,P01_14,00:03:44.290,00:03:44.62,00:03:45.94,13477,13556,close oil,close,4,oil,31,['oil'],[31],close oil,80
P01_14_85,P01,P01_14,00:03:45.790,00:03:46.39,00:03:47.89,13583,13673,put down oil,put-down,1,oil,31,['oil'],[31],put-down oil,91
P01_14_86,P01,P01_14,00:03:47.639,00:03:48.22,00:03:49.08,13693,13744,turn on hob,turn-on,6,hob,24,['hob'],[24],turn-on hob,52
P01_14_87,P01,P01_14,00:03:51.469,00:03:51.53,00:03:52.41,13891,13944,open drawer,open,3,drawer,8,['drawer'],[8],open drawer,54
P01_14_88,P01,P01_14,00:03:53.370,00:03:53.02,00:03:54.11,13981,14046,take knife,take,0,knife,4,['knife'],[4],take knife,66
P01_14_89,P01,P01_14,00:03:54.370,00:03:54.04,00:03:54.93,14042,14095,close drawer,close,4,drawer,8,['drawer'],[8],close drawer,54
P01_14_9,P01,P01_14,00:00:41.050,00:00:41.05,00:00:46.94,2463,2816,put bag in to bin,put-in,5,bag,19,"['bag', 'bin']","[19, 36]",put-in bag,354
P01_14_90,P01,P01_14,00:03:58.439,00:03:56.98,00:04:01.74,14218,14504,cut aubergine,cut,7,aubergine,67,['aubergine'],[67],cut aubergine,287
P01_14_91,P01,P01_14,00:04:08.510,00:04:02.78,00:04:12.36,14566,15141,continue cutting aubergine,cut,7,aubergine,67,['aubergine'],[67],cut aubergine,576
P01_14_92,P01,P01_14,00:04:14.340,00:04:14.50,00:04:23.67,15270,15820,dicing aubergine,dice,7,aubergine,67,['aubergine'],[67],dice aubergine,551
P01_14_93,P01,P01_14,00:04:25.870,00:04:30.49,00:04:39.92,16229,16795,continue dicing aubergine,dice,7,aubergine,67,['aubergine'],[67],dice aubergine,567
P01_14_94,P01,P01_14,00:04:45.590,00:04:46.98,00:04:55.35,17218,17721,continue dicing aubergine,dice,7,aubergine,67,['aubergine'],[67],dice aubergine,504
P01_14_95,P01,P01_14,00:04:57.160,00:04:57.28,00:05:06.26,17836,18375,still dicing aubergine,dice,7,aubergine,67,['aubergine'],[67],dice aubergine,540
P01_14_96,P01,P01_14,00:05:09.919,00:05:09.15,00:05:10.03,18549,18601,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,53
P01_14_97,P01,P01_14,00:05:16.340,00:05:16.29,00:05:17.09,18977,19025,open bin,open,3,bin,36,['bin'],[36],open bin,49
P01_14_98,P01,P01_14,00:05:17.340,00:05:16.85,00:05:17.35,19011,19041,throw aubergine end into bin,throw-into,13,end:aubergine,67,"['end:aubergine', 'bin']","[67, 36]",throw-into end:aubergine,31
P01_14_99,P01,P01_14,00:05:19.849,00:05:19.29,00:05:20.54,19157,19232,check oil,check,24,oil,31,['oil'],[31],check oil,76
P01_15_0,P01,P01_15,00:00:01.310,00:00:01.66,00:00:04.04,99,242,move chair,move,11,chair,182,['chair'],[182],move chair,144
P01_15_1,P01,P01_15,00:00:04.470,00:00:04.78,00:00:05.53,286,331,take knife,take,0,knife,4,['knife'],[4],take knife,46
P01_15_10,P01,P01_15,00:00:22.189,00:00:22.91,00:00:25.19,1374,1511,put plate onto plates,put-onto,1,plate,2,"['plate', 'plate']","[2, 2]",put-onto plate,138
P01_15_100,P01,P01_15,00:04:39.479,00:04:39.46,00:04:43.46,16767,17007,put plate down,put-down,1,plate,2,['plate'],[2],put-down plate,241
P01_15_101,P01,P01_15,00:04:42.900,00:04:42.71,00:04:55.33,16962,17719,rinse plate,rinse,2,plate,2,['plate'],[2],rinse plate,758
P01_15_102,P01,P01_15,00:04:55.220,00:04:55.27,00:04:57.53,17716,17851,put down plate,put-down,1,plate,2,['plate'],[2],put-down plate,136
P01_15_103,P01,P01_15,00:04:57.819,00:04:57.56,00:04:58.77,17853,17926,take spatula,take,0,spatula,20,['spatula'],[20],take spatula,74
P01_15_104,P01,P01_15,00:04:58.819,00:04:58.84,00:05:07.70,17930,18462,rinse spatula,rinse,2,spatula,20,['spatula'],[20],rinse spatula,533
P01_15_105,P01,P01_15,00:05:07.020,00:05:07.40,00:05:08.12,18444,18487,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,44
P01_15_106,P01,P01_15,00:05:08.020,00:05:08.25,00:05:10.32,18495,18619,wash spatula,wash,2,spatula,20,['spatula'],[20],wash spatula,125
P01_15_107,P01,P01_15,00:05:09.020,00:05:10.05,00:05:11.30,18603,18678,rinse spatula,rinse,2,spatula,20,['spatula'],[20],rinse spatula,76
P01_15_108,P01,P01_15,00:05:10.520,00:05:10.96,00:05:12.37,18657,18742,move pan,move,11,pan,5,['pan'],[5],move pan,86
P01_15_109,P01,P01_15,00:05:11.520,00:05:12.16,00:05:20.72,18729,19243,remove pasta,remove,12,pasta,45,['pasta'],[45],remove pasta,515
P01_15_11,P01,P01_15,00:00:25.150,00:00:25.79,00:00:26.98,1547,1618,put down plates,put-down,1,plate,2,['plate'],[2],put-down plate,72
P01_15_110,P01,P01_15,00:05:20.370,00:05:20.82,00:05:24.25,19249,19455,rinse spatula,rinse,2,spatula,20,['spatula'],[20],rinse spatula,207
P01_15_111,P01,P01_15,00:05:22.870,00:05:23.62,00:05:24.12,19417,19447,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,31
P01_15_112,P01,P01_15,00:05:23.870,00:05:24.21,00:05:28.90,19452,19734,wash spatula,wash,2,spatula,20,['spatula'],[20],wash spatula,283
P01_15_113,P01,P01_15,00:05:27.940,00:05:28.73,00:05:29.50,19723,19770,put down sponge,put-down,1,sponge,9,['sponge'],[9],put-down sponge,48
P01_15_114,P01,P01_15,00:05:28.940,00:05:29.45,00:05:30.63,19767,19837,adjust tap,adjust,17,tap,0,['tap'],[0],adjust tap,71
P01_15_115,P01,P01_15,00:05:31.620,00:05:30.73,00:05:34.37,19843,20062,rinse spatula,rinse,2,spatula,20,['spatula'],[20],rinse spatula,220
P01_15_116,P01,P01_15,00:05:33.300,00:05:34.29,00:05:35.66,20057,20139,put down spatula,put-down,1,spatula,20,['spatula'],[20],put-down spatula,83
P01_15_117,P01,P01_15,00:05:35.910,00:05:36.02,00:05:37.34,20161,20240,take knife,take,0,knife,4,['knife'],[4],take knife,80
P01_15_118,P01,P01_15,00:05:36.910,00:05:36.08,00:05:40.39,20164,20423,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,260
P01_15_119,P01,P01_15,00:05:42.599,00:05:37.17,00:05:40.64,20230,20438,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,209
P01_15_12,P01,P01_15,00:00:26.579,00:00:27.06,00:00:29.63,1623,1777,put down cutlery,put-down,1,cutlery,58,['cutlery'],[58],put-down cutlery,155
P01_15_120,P01,P01_15,00:05:39.610,00:05:40.48,00:05:41.06,20428,20463,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,36
P01_15_121,P01,P01_15,00:05:43.599,00:05:40.49,00:05:41.00,20429,20460,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,32
P01_15_122,P01,P01_15,00:05:41.599,00:05:41.10,00:05:42.52,20466,20551,take knife,take,0,knife,4,['knife'],[4],take knife,86
P01_15_123,P01,P01_15,00:05:45.639,00:05:41.12,00:05:42.74,20467,20564,take knife,take,0,knife,4,['knife'],[4],take knife,98
P01_15_124,P01,P01_15,00:05:46.639,00:05:42.62,00:05:45.15,20557,20709,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,153
P01_15_125,P01,P01_15,00:05:48.840,00:05:45.25,00:05:46.04,20715,20762,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,48
P01_15_126,P01,P01_15,00:05:50.220,00:05:50.74,00:05:51.49,21044,21089,take fork,take,0,fork,14,['fork'],[14],take fork,46
P01_15_127,P01,P01_15,00:05:51.220,00:05:51.59,00:05:54.59,21095,21275,rinse fork,rinse,2,fork,14,['fork'],[14],rinse fork,181
P01_15_128,P01,P01_15,00:05:53.479,00:05:54.55,00:05:55.38,21273,21322,put down fork,put-down,1,fork,14,['fork'],[14],put-down fork,50
P01_15_129,P01,P01_15,00:05:58.150,00:05:54.69,00:05:55.41,21281,21324,put down fork,put-down,1,fork,14,['fork'],[14],put-down fork,44
P01_15_13,P01,P01_15,00:00:34.500,00:00:30.48,00:00:33.19,1828,1991,take paper,take,0,paper,49,['paper'],[49],take paper,164
P01_15_130,P01,P01_15,00:05:55.569,00:05:55.29,00:05:56.12,21317,21367,take fork,take,0,fork,14,['fork'],[14],take fork,51
P01_15_131,P01,P01_15,00:06:00.240,00:05:55.60,00:05:57.03,21336,21421,take fork,take,0,fork,14,['fork'],[14],take fork,86
P01_15_132,P01,P01_15,00:05:56.569,00:05:56.22,00:05:59.31,21373,21558,rinse fork,rinse,2,fork,14,['fork'],[14],rinse fork,186
P01_15_133,P01,P01_15,00:06:01.240,00:05:57.13,00:05:59.50,21427,21570,rinse fork,rinse,2,fork,14,['fork'],[14],rinse fork,144
P01_15_134,P01,P01_15,00:06:02.240,00:06:02.57,00:06:03.54,21754,21812,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,59
P01_15_135,P01,P01_15,00:06:10.780,00:06:02.77,00:06:03.35,21766,21801,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,36
P01_15_136,P01,P01_15,00:06:03.240,00:06:02.87,00:06:05.03,21772,21901,wash fork,wash,2,fork,14,['fork'],[14],wash fork,130
P01_15_137,P01,P01_15,00:06:04.240,00:06:04.64,00:06:05.31,21878,21918,put down sponge,put-down,1,sponge,9,['sponge'],[9],put-down sponge,41
P01_15_138,P01,P01_15,00:06:05.240,00:06:05.84,00:06:06.93,21950,22015,rinse fork,rinse,2,fork,14,['fork'],[14],rinse fork,66
P01_15_139,P01,P01_15,00:06:06.240,00:06:06.57,00:06:07.13,21994,22027,put down fork,put-down,1,fork,14,['fork'],[14],put-down fork,34
P01_15_14,P01,P01_15,00:00:36.750,00:00:36.40,00:00:38.22,2184,2293,open bin,open,3,bin,36,['bin'],[36],open bin,110
P01_15_140,P01,P01_15,00:06:08.419,00:06:07.94,00:06:09.43,22076,22165,take knife,take,0,knife,4,['knife'],[4],take knife,90
P01_15_141,P01,P01_15,00:06:09.419,00:06:09.22,00:06:12.06,22153,22323,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,171
P01_15_142,P01,P01_15,00:06:11.780,00:06:11.62,00:06:15.29,22297,22517,wash knife,wash,2,knife,4,['knife'],[4],wash knife,221
P01_15_143,P01,P01_15,00:06:14.300,00:06:15.39,00:06:16.19,22523,22571,put down sponge,put-down,1,sponge,9,['sponge'],[9],put-down sponge,49
P01_15_144,P01,P01_15,00:06:15.300,00:06:16.19,00:06:18.08,22571,22684,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,114
P01_15_145,P01,P01_15,00:06:16.800,00:06:17.75,00:06:18.25,22665,22695,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,31
P01_15_146,P01,P01_15,00:06:24.389,00:06:17.99,00:06:18.49,22679,22709,put down knife,put-down,1,knife,4,['knife'],[4],put-down knife,31
P01_15_147,P01,P01_15,00:06:18.190,00:06:18.51,00:06:19.13,22710,22747,take spoon,take,0,spoon,1,['spoon'],[1],take spoon,38
P01_15_148,P01,P01_15,00:06:19.190,00:06:19.44,00:06:21.19,22766,22871,rinse spoon,rinse,2,spoon,1,['spoon'],[1],rinse spoon,106
P01_15_149,P01,P01_15,00:06:20.190,00:06:21.23,00:06:21.80,22873,22908,put down spoon,put-down,1,spoon,1,['spoon'],[1],put-down spoon,36
P01_15_15,P01,P01_15,00:00:37.750,00:00:38.05,00:00:38.58,2283,2314,throw paper into bin,throw-into,13,paper,49,"['paper', 'bin']","[49, 36]",throw-into paper,32
P01_15_150,P01,P01_15,00:06:21.190,00:06:21.89,00:06:22.39,22913,22943,take knife,take,0,knife,4,['knife'],[4],take knife,31
P01_15_151,P01,P01_15,00:06:22.190,00:06:22.49,00:06:25.53,22949,23131,rinse knife,rinse,2,knife,4,['knife'],[4],rinse knife,183
P01_15_152,P01,P01_15,00:06:25.389,00:06:25.97,00:06:26.61,23158,23196,take spatula.,take,0,spatula,20,['spatula'],[20],take spatula,39
P01_15_153,P01,P01_15,00:06:26.389,00:06:26.58,00:06:33.27,23194,23596,rinse spatula.,rinse,2,spatula,20,['spatula'],[20],rinse spatula,403
P01_15_154,P01,P01_15,00:06:32.699,00:06:33.65,00:06:34.40,23619,23664,put down spatula.,put-down,1,spatula,20,['spatula'],[20],put-down spatula,46
P01_15_155,P01,P01_15,00:06:35.590,00:06:35.73,00:06:36.23,23743,23773,close tap.,turn-off,8,tap,0,['tap'],[0],turn-off tap,31
P01_15_156,P01,P01_15,00:06:36.960,00:06:37.83,00:06:48.31,23869,24498,wash cutting board.,wash,2,board:cutting,18,['board:cutting'],[18],wash board:cutting,630
P01_15_157,P01,P01_15,00:06:48.480,00:06:48.80,00:06:49.80,24528,24588,take washing up liquid.,take,0,liquid:washing:up,22,['liquid:washing:up'],[22],take liquid:washing:up,61
P01_15_158,P01,P01_15,00:06:49.480,00:06:50.15,00:06:51.90,24609,24714,pour washing up liquid.,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],pour liquid:washing:up,106
P01_15_159,P01,P01_15,00:06:51.680,00:06:52.00,00:06:53.00,24720,24780,put down washing up liquid.,put-down,1,liquid:washing:up,22,['liquid:washing:up'],[22],put-down liquid:washing:up,61
P01_15_16,P01,P01_15,00:00:38.750,00:00:38.62,00:00:39.39,2317,2363,close bin,close,4,bin,36,['bin'],[36],close bin,47
P01_15_160,P01,P01_15,00:06:55.180,00:06:53.56,00:07:04.78,24813,25486,wash pan.,wash,2,pan,5,['pan'],[5],wash pan,674
P01_15_161,P01,P01_15,00:06:54.180,00:06:53.71,00:06:55.74,24822,24944,empty pan.,empty,20,pan,5,['pan'],[5],empty pan,123
P01_15_162,P01,P01_15,00:07:04.810,00:07:05.10,00:07:07.35,25506,25641,continue washing pan.,wash,2,pan,5,['pan'],[5],wash pan,136
P01_15_163,P01,P01_15,00:07:05.889,00:07:07.22,00:07:07.95,25633,25677,put down pan.,put-down,1,pan,5,['pan'],[5],put-down pan,45
P01_15_164,P01,P01_15,00:07:07.120,00:07:08.12,00:07:10.29,25687,25817,take colander.,take,0,colander,39,['colander'],[39],take colander,131
P01_15_165,P01,P01_15,00:07:10.630,00:07:12.03,00:07:14.30,25921,26058,remove pasta.,remove,12,pasta,45,['pasta'],[45],remove pasta,138
P01_15_166,P01,P01_15,00:07:13.889,00:07:14.15,00:07:14.86,26049,26091,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,43
P01_15_167,P01,P01_15,00:07:14.889,00:07:15.06,00:07:21.58,26103,26494,wash colander,wash,2,colander,39,['colander'],[39],wash colander,392
P01_15_168,P01,P01_15,00:07:20.330,00:07:21.33,00:07:22.44,26479,26546,put down colander,put-down,1,colander,39,['colander'],[39],put-down colander,68
P01_15_169,P01,P01_15,00:07:24.750,00:07:23.91,00:07:31.30,26634,27078,remove pasta,remove,12,pasta,45,['pasta'],[45],remove pasta,445
P01_15_17,P01,P01_15,00:00:41.070,00:00:40.56,00:00:42.00,2433,2520,take table cloth,take,0,cloth:table,17,['cloth:table'],[17],take cloth:table,88
P01_15_170,P01,P01_15,00:07:33.300,00:07:25.05,00:07:41.04,26703,27662,remove pasta,remove,12,pasta,45,['pasta'],[45],remove pasta,960
P01_15_171,P01,P01_15,00:07:31.840,00:07:32.22,00:07:32.90,27133,27174,put down sponge,put-down,1,sponge,9,['sponge'],[9],put-down sponge,42
P01_15_172,P01,P01_15,00:07:42.789,00:07:43.30,00:07:44.84,27798,27890,empty pan,empty,20,pan,5,['pan'],[5],empty pan,93
P01_15_173,P01,P01_15,00:07:46.949,00:07:47.96,00:07:48.94,28077,28136,take sponge,take,0,sponge,9,['sponge'],[9],take sponge,60
P01_15_174,P01,P01_15,00:07:48.169,00:07:48.79,00:07:57.24,28127,28634,wash pan,wash,2,pan,5,['pan'],[5],wash pan,508
P01_15_175,P01,P01_15,00:07:58.590,00:07:58.72,00:08:04.05,28723,29043,continue washing pan,wash,2,pan,5,['pan'],[5],wash pan,321
P01_15_176,P01,P01_15,00:08:03.319,00:08:04.39,00:08:05.30,29063,29118,put down pan,put-down,1,pan,5,['pan'],[5],put-down pan,56
P01_15_177,P01,P01_15,00:08:04.319,00:08:05.69,00:08:06.95,29141,29217,take container,take,0,container,21,['container'],[21],take container,77
P01_15_178,P01,P01_15,00:08:05.909,00:08:06.79,00:08:08.20,29207,29292,open container,open,3,container,21,['container'],[21],open container,86
P01_15_179,P01,P01_15,00:08:07.550,00:08:08.33,00:08:14.32,29299,29659,wash container,wash,2,container,21,['container'],[21],wash container,361
P01_15_18,P01,P01_15,00:00:42.260,00:00:42.93,00:00:51.80,2575,3108,fold table cloth,fold,28,cloth:table,17,['cloth:table'],[17],fold cloth:table,534
P01_15_180,P01,P01_15,00:08:13.400,00:08:13.82,00:08:14.75,29629,29685,put down container,put-down,1,container,21,['container'],[21],put-down container,57
P01_15_181,P01,P01_15,00:08:14.520,00:08:15.82,00:08:16.81,29749,29808,take lid,take,0,lid,6,['lid'],[6],take lid,60
P01_15_182,P01,P01_15,00:08:15.520,00:08:16.29,00:08:19.15,29777,29949,wash lid,wash,2,lid,6,['lid'],[6],wash lid,173
P01_15_183,P01,P01_15,00:08:18.530,00:08:19.19,00:08:19.98,29951,29998,put down lid,put-down,1,lid,6,['lid'],[6],put-down lid,48
P01_15_184,P01,P01_15,00:08:19.530,00:08:19.82,00:08:20.49,29989,30029,take container,take,0,container,21,['container'],[21],take container,41
P01_15_185,P01,P01_15,00:08:20.530,00:08:20.35,00:08:23.37,30021,30202,wash container,wash,2,container,21,['container'],[21],wash container,182
P01_15_186,P01,P01_15,00:08:22.419,00:08:23.35,00:08:23.85,30201,30231,put down container and sponge,put-down,1,container,21,"['container', 'sponge']","[21, 9]",put-down container,31
P01_15_187,P01,P01_15,00:08:25.569,00:08:25.95,00:08:26.70,30357,30402,rinse hands,rinse,2,hand,11,['hand'],[11],rinse hand,46
P01_15_188,P01,P01_15,00:08:26.569,00:08:27.47,00:08:32.95,30448,30777,rinse container,rinse,2,container,21,['container'],[21],rinse container,330
